table_group	reform	reform_order	row_key	row_label	row_order	row_type	series_id	series_display	spec_name	spec_display	column_key	column_label	column_order	supported_full_window	beta	se	pvalue	n_obs	r2	a_used	b_used	n_months_used	value_display
main	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1	-1.072940408831002	0.21398077230819712	5.32571334144194e-07	36	0.4194784335258688	13.0	23.0	11.0	-1.073*** (0.214)
main	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1	0.38769250192069693	0.782757765689705	0.6203950607245385	36	0.4601074249713034	13.0	23.0	11.0	0.388 (0.783)
main	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1	-0.19493944706650534	0.1028358673887828	0.05800809730055212	36	0.422612218827938	13.0	23.0	11.0	-0.195* (0.103)
main	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1	0.1516013370025613	0.20963968832465935	0.4695865719709438	36	0.4691687136142122	13.0	23.0	11.0	0.152 (0.210)
main	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1	-0.9524154039203162	0.15331443814021906	5.225773147543578e-10	36	0.4194784335258688	1.0	23.0	23.0	-0.952*** (0.153)
main	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1	0.05573883339199502	0.5435633541938628	0.9183253677176111	36	0.4601074249713034	1.0	23.0	23.0	0.056 (0.544)
main	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1	-0.2420942034821758	0.052789980626047894	4.5184513561835615e-06	36	0.422612218827938	1.0	23.0	23.0	-0.242*** (0.053)
main	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1	-0.0029057275214625436	0.14084158197236446	0.9835398705877889	36	0.4691687136142122	1.0	23.0	23.0	-0.003 (0.141)
main	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1			1.4113607176407838e-09	36	0.4194784335258688			2.0	0.000
main	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1			2.638118574429198e-05	36	0.4601074249713034			2.0	0.000
main	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1			3.308586821686302e-09	36	0.422612218827938			2.0	0.000
main	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1			0.0008035946235832909	36	0.4691687136142122			2.0	0.001
main	privatization	2	n_obs	Observations	7	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1				36	0.4194784335258688				36
main	privatization	2	n_obs	Observations	7	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1				36	0.4601074249713034				36
main	privatization	2	n_obs	Observations	7	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1				36	0.422612218827938				36
main	privatization	2	n_obs	Observations	7	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1				36	0.4691687136142122				36
main	privatization	2	r2	R-squared	8	scalar	Haifa_Legacy_KL	Haifa-Legacy	baseline	Baseline	Haifa_Legacy_KL__baseline	Haifa-Legacy — Baseline	1	1				36	0.4194784335258688				0.419
main	privatization	2	r2	R-squared	8	scalar	Haifa_Legacy_KL	Haifa-Legacy	ctrl_trend	Controls+Trend	Haifa_Legacy_KL__ctrl_trend	Haifa-Legacy — Controls+Trend	2	1				36	0.4601074249713034				0.460
main	privatization	2	r2	R-squared	8	scalar	Haifa_port_KL	Aggregate port	baseline	Baseline	Haifa_port_KL__baseline	Aggregate port — Baseline	3	1				36	0.422612218827938				0.423
main	privatization	2	r2	R-squared	8	scalar	Haifa_port_KL	Aggregate port	ctrl_trend	Controls+Trend	Haifa_port_KL__ctrl_trend	Aggregate port — Controls+Trend	4	1				36	0.4691687136142122				0.469
