table_group	reform	reform_order	row_key	row_label	row_order	row_type	series_id	series_display	spec_name	spec_display	column_key	column_label	column_order	supported_full_window	beta	se	pvalue	n_obs	r2	a_used	b_used	n_months_used	value_display
bayport_appendix	privatization	2	post_7_12	Average post, months 7-12	3	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1	0.07182236824547328	0.020865060378414263	0.0005769362688359259	36	0.7475771882853943	7.0	12.0	6.0	0.072*** (0.021)
bayport_appendix	privatization	2	post_7_12	Average post, months 7-12	3	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1	0.3016402846472821	0.2942662098340844	0.30533525685599106	36	0.7604414970245664	7.0	12.0	6.0	0.302 (0.294)
bayport_appendix	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1	0.05968791784321281	0.06625397635452027	0.36764381433350035	36	0.7475771882853943	13.0	23.0	11.0	0.060 (0.066)
bayport_appendix	privatization	2	post_13_tail	Average post, months 13-23	4	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1	0.49228634871721244	0.5871146186896967	0.4017588011958324	36	0.7604414970245664	13.0	23.0	11.0	0.492 (0.587)
bayport_appendix	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1	0.039747060362441605	0.034503934034709756	0.249338600359982	36	0.7475771882853943	1.0	23.0	23.0	0.040 (0.035)
bayport_appendix	privatization	2	post_full	Average full post, months 1-23	5	estimate	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1	0.338334020802646	0.39659579872776457	0.393606445151903	36	0.7604414970245664	1.0	23.0	23.0	0.338 (0.397)
bayport_appendix	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1			2.9728066538388873e-07	36	0.7475771882853943			2.0	0.000
bayport_appendix	privatization	2	pretrend_p	Pretrend test p-value	6	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1			0.014395537157575397	36	0.7604414970245664			2.0	0.014
bayport_appendix	privatization	2	n_obs	Observations	7	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1				36	0.7475771882853943				36
bayport_appendix	privatization	2	n_obs	Observations	7	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1				36	0.7604414970245664				36
bayport_appendix	privatization	2	r2	R-squared	8	scalar	Haifa_Bayport_KL	Haifa-Bayport	baseline	Baseline	Haifa_Bayport_KL__baseline	Haifa-Bayport — Baseline	1	1				36	0.7475771882853943				0.748
bayport_appendix	privatization	2	r2	R-squared	8	scalar	Haifa_Bayport_KL	Haifa-Bayport	ctrl_trend	Controls+Trend	Haifa_Bayport_KL__ctrl_trend	Haifa-Bayport — Controls+Trend	2	1				36	0.7604414970245664				0.760
